zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,flexFieldText,flexFieldType,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,timeOnZillow,latLong.latitude,latLong.longitude,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.unit,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.videoCount,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,unitCount,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,availabilityDate,brokerName,lotAreaString,streetViewURL,streetViewMetadataURL,communityName,builderName,hdpData.homeInfo.providerListingID,plid,isCdpResult,isComingSoonCommunity
26683152,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/fd47d82cf21e2c139e872c500477fbce-p_e.jpg,True,/homedetails/4044-Buena-Vista-St-APT-218-Dallas-TX-75204/26683152_zpid/,FOR_SALE,Condo for sale,"$325,000",$325K,"4044 Buena Vista St APT 218, Dallas, TX 75204",2.0,3.0,1085.0,Showcase,showcase,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,True,,False,False,1208443000.0,32.814713,-96.79588,26683152.0,4044 Buena Vista St APT 218,75204,Dallas,TX,32.814713,-96.79588,325000.0,3.0,2.0,1085.0,CONDO,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,325000.0,1208443000.0,True,False,False,USD,USA,254980.0,Apt 218,0.8610000000000001,acres,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26809367,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/540e65ee1650eefed49255b5747889bd-p_e.jpg,True,/homedetails/3223-Whitehall-Dr-Dallas-TX-75229/26809367_zpid/,FOR_SALE,House for sale,"$525,000",$525K,"3223 Whitehall Dr, Dallas, TX 75229",4.0,3.0,1988.0,Showcase,showcase,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,True,,False,False,370715000.0,32.901066,-96.8676,26809367.0,3223 Whitehall Dr,75229,Dallas,TX,32.901066,-96.8676,525000.0,3.0,4.0,1988.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,525000.0,370715000.0,True,False,False,USD,USA,475730.0,,0.298,acres,True,1713855600000.0,535200.0,3300.0,"$17,000 (Apr 23)",-17000.0,,,,,,,,,,,,,,,,,,,,,,,,,
26903542,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/5f815fecdaefa9e6b15ecf6ab68e1979-p_e.jpg,True,/homedetails/10777-Strait-Ln-Dallas-TX-75229/26903542_zpid/,FOR_SALE,House for sale,"$40,000,000",$40.0M,"10777 Strait Ln, Dallas, TX 75229",6.0,11.0,17679.0,13 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,1172569000.0,32.8943,-96.82546,26903542.0,10777 Strait Ln,75229,Dallas,TX,32.8943,-96.82546,40000000.0,11.0,6.0,17679.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,40000000.0,1172569000.0,True,False,False,USD,USA,10448460.0,,3.304,acres,False,,36954700.0,69738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26813671,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/190d19818f225a499b466c148b967ad0-p_e.jpg,True,/homedetails/5525-Glen-Forest-Ln-Dallas-TX-75241/26813671_zpid/,FOR_SALE,House for sale,"$300,000",$300K,"5525 Glen Forest Ln, Dallas, TX 75241",4.0,4.0,2910.0,265 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,22977959000.0,32.678993,-96.82058,26813671.0,5525 Glen Forest Ln,75241,Dallas,TX,32.678993,-96.82058,300000.0,4.0,4.0,2910.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,300000.0,22977959000.0,True,False,False,USD,USA,490320.0,,2.118,acres,False,1717225200000.0,283300.0,2829.0,"$99,000 (Jun 1)",-99000.0,,,,,,,,,,,,,,,,,,,,,,,,,
96527896,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/47f73fa0d003413efecd5b409d861321-p_e.jpg,True,/homedetails/4002-Agnes-St-Dallas-TX-75210/96527896_zpid/,FOR_SALE,House for sale,"$300,000",$300K,"4002 Agnes St, Dallas, TX 75210",4.0,3.0,1653.0,Showcase,showcase,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,True,,False,False,3848713000.0,32.76537,-96.73679,96527896.0,4002 Agnes St,75210,Dallas,TX,32.76537,-96.73679,300000.0,3.0,4.0,1653.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,300000.0,3848713000.0,True,False,False,USD,USA,243480.0,,5662.8,sqft,True,,,2365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26757825,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/2a4ec67fe8846ee88aea9cc3ca971e86-p_e.jpg,True,/homedetails/5619-Walnut-Hill-Ln-Dallas-TX-75229/26757825_zpid/,FOR_SALE,House for sale,"$47,000,000",$47.0M,"5619 Walnut Hill Ln, Dallas, TX 75229",10.0,17.0,27092.0,72 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,True,False,False,False,False,,False,False,6295045000.0,32.8825,-96.81111,26757825.0,5619 Walnut Hill Ln,75229,Dallas,TX,32.8825,-96.81111,47000000.0,17.0,10.0,27092.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,47000000.0,6295045000.0,True,False,False,USD,USA,30604120.0,,11.9433,acres,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://photos.zillowstatic.com/fp/fba43b248f06ee74f2f4da2ed38811e2-p_e.jpg,True,/b/lakeview-loft-condos-dallas-tx-5Xzcjy/,FOR_SALE,For Rent,"From $95,000",,"7152 Fair Oaks Ave, Dallas, TX",,,,,,,,,,,False,,False,False,False,False,,False,,2423301000.0,32.87347,-96.75619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,514.0,1003031517.0,32.87347--96.75619,True,False,2.0,,,,,,,,,,,,,,,,
26766682,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/881b783d33d26cc8e834640c29372458-p_e.jpg,True,/homedetails/2606-Fordham-Rd-Dallas-TX-75216/26766682_zpid/,FOR_SALE,House for sale,"$339,999",$340K,"2606 Fordham Rd, Dallas, TX 75216",4.0,3.0,1880.0,64 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,5577922000.0,32.7058,-96.783295,26766682.0,2606 Fordham Rd,75216,Dallas,TX,32.7058,-96.783295,339999.0,3.0,4.0,1880.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,339999.0,5577922000.0,True,False,False,USD,USA,341530.0,,8842.68,sqft,False,1716361200000.0,331900.0,2400.0,"$2,001 (May 22)",-2001.0,,,,,,,,,,,,,,,,,,,,,,,,,
26734078,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/8e6036a737654460a3d0e2356ee9d923-p_e.jpg,True,/homedetails/315-Dubois-Ave-Dallas-TX-75203/26734078_zpid/,FOR_SALE,House for sale,"$499,000",$499K,"315 Dubois Ave, Dallas, TX 75203",4.0,3.0,3051.0,3D Tour,threeDHome,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,False,,False,False,625528000.0,32.745758,-96.78993,26734078.0,315 Dubois Ave,75203,Dallas,TX,32.745758,-96.78993,499000.0,3.0,4.0,3051.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,499000.0,625528000.0,True,False,False,USD,USA,50000.0,,5662.8,sqft,False,,495200.0,1584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
338034638,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/d60955b1c995df390812ab263188d263-p_e.jpg,True,/homedetails/14564-Gully-Pl-Dallas-TX-75253/338034638_zpid/,FOR_SALE,House for sale,"$324,900",$325K,"14564 Gully Pl, Dallas, TX 75253",4.0,2.0,2046.0,58 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,5012892000.0,32.69246,-96.593704,338034638.0,14564 Gully Pl,75253,Dallas,TX,32.69246,-96.593704,324900.0,2.0,4.0,2046.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,324900.0,5012892000.0,True,False,False,USD,USA,278000.0,,6969.6,sqft,False,1717398000000.0,316700.0,2294.0,$100 (Jun 3),-100.0,,,,,,,,,,,,,,,,,,,,,,,,,
26725824,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/00db11195fd9387672c86a0d0bdee99d-p_e.jpg,True,/homedetails/7045-Hillgreen-Dr-Dallas-TX-75214/26725824_zpid/,FOR_SALE,House for sale,"$2,875,000",$2.88M,"7045 Hillgreen Dr, Dallas, TX 75214",5.0,4.0,5039.0,Open: Sat 11am-1pm,openHouse,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,False,,False,False,259244000.0,32.846302,-96.73333,26725824.0,7045 Hillgreen Dr,75214,Dallas,TX,32.846302,-96.73333,2875000.0,4.0,5.0,5039.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,2875000.0,259244000.0,True,False,False,USD,USA,2028010.0,,0.67,acres,False,,,,,,,,,,,,,,,True,Sat. 11am-1pm,"[{'open_house_start': 1718474400000, 'open_house_end': 1718481600000}]",,,,,,,,,,,,,
26725504,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/0bc1e804aa12c1497c7dcd6005b99556-p_e.jpg,True,/homedetails/1003-Epenard-St-Dallas-TX-75211/26725504_zpid/,FOR_SALE,House for sale,"$100,000",$100K,"1003 Epenard St, Dallas, TX 75211",3.0,2.0,1409.0,18 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,1608061000.0,32.735775,-96.85831,26725504.0,1003 Epenard St,75211,Dallas,TX,32.735775,-96.85831,100000.0,2.0,3.0,1409.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,100000.0,1608061000.0,True,False,False,USD,USA,237910.0,,7248.384,sqft,False,,93000.0,2569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26764869,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/2d97e964a1a21fb4913e4f7ad0c10a82-p_e.jpg,True,/homedetails/7206-Benning-Ave-Dallas-TX-75227/26764869_zpid/,FOR_SALE,House for sale,"$379,000",$379K,"7206 Benning Ave, Dallas, TX 75227",4.0,3.0,2473.0,Open: Fri 8am-7:30pm,openHouse,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,1951042000.0,32.773533,-96.69618,26764869.0,7206 Benning Ave,75227,Dallas,TX,32.773533,-96.69618,379000.0,3.0,4.0,2473.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,379000.0,1951042000.0,True,False,False,USD,USA,395640.0,,7758.036,sqft,False,1718262000000.0,366200.0,2885.0,"$9,000 (Jun 13)",-9000.0,,,,,,,,,,True,Fri. 8am-7:30pm,"[{'open_house_start': 1718377200000, 'open_house_end': 1718418600000}, {'open_house_start': 1718463600000, 'open_house_end': 1718505000000}, {'open_house_start': 1718550000000, 'open_house_end': 1718591400000}, {'open_house_start': 1718636400000, 'open_house_end': 1718677800000}, {'open_house_start': 1718722800000, 'open_house_end': 1718764200000}, {'open_house_start': 1718809200000, 'open_house_end': 1718850600000}, {'open_house_start': 1718895600000, 'open_house_end': 1718937000000}, {'open_house_start': 1718982000000, 'open_house_end': 1719023400000}, {'open_house_start': 1719068400000, 'open_house_end': 1719109800000}, {'open_house_start': 1719154800000, 'open_house_end': 1719196200000}]",,,,,,,,,,,,,
26680529,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/a90b9a1c71a623812c0b469150a9aa8e-p_e.jpg,True,/homedetails/3500-Wendelkin-St-Dallas-TX-75215/26680529_zpid/,FOR_SALE,House for sale,"$315,000",$315K,"3500 Wendelkin St, Dallas, TX 75215",3.0,3.0,1500.0,9 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,778741000.0,32.759243,-96.771706,26680529.0,3500 Wendelkin St,75215,Dallas,TX,32.759243,-96.771706,315000.0,3.0,3.0,1500.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,315000.0,778741000.0,True,False,False,USD,USA,98670.0,,4399.56,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26784067,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/624a7093bd8503fcd3ebab4c1c704791-p_e.jpg,True,/homedetails/2867-E-Overton-Rd-Dallas-TX-75216/26784067_zpid/,FOR_SALE,House for sale,"$375,000",$375K,"2867 E Overton Rd, Dallas, TX 75216",4.0,2.0,1910.0,18 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,1565931000.0,32.714725,-96.77797,26784067.0,2867 E Overton Rd,75216,Dallas,TX,32.714725,-96.77797,375000.0,2.0,4.0,1910.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,375000.0,1565931000.0,True,False,False,USD,USA,60000.0,,6011.28,sqft,False,,367600.0,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26756546,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/e8f08dc9d8c593e15201a08ba57cb6f5-p_e.jpg,True,/homedetails/11023-Lawnhaven-Rd-Dallas-TX-75230/26756546_zpid/,FOR_SALE,House for sale,"$1,795,000",$1.80M,"11023 Lawnhaven Rd, Dallas, TX 75230",5.0,7.0,4560.0,4 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,354098000.0,32.897995,-96.794075,26756546.0,11023 Lawnhaven Rd,75230,Dallas,TX,32.897995,-96.794075,1795000.0,7.0,5.0,4560.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,1795000.0,354098000.0,True,False,False,USD,USA,1167290.0,,0.355,acres,False,,1818600.0,10646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,https://photos.zillowstatic.com/fp/9b8e1b601fa05236d5aaec4798d6feaf-p_e.jpg,True,/b/1122-jackson-st-dallas-tx-5XqC4R/,FOR_SALE,For Rent,"From $250,000",,"1122 Jackson St, Dallas, TX",,,,,,,,,,,False,,False,False,False,False,,False,,1280611000.0,32.77837,-96.80133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,928.0,1002038261.0,32.77837--96.80133,True,False,2.0,,,,,,,,,,,,,,,,
,,,https://photos.zillowstatic.com/fp/f3d7255df7aedbbb79f2b877ad9a90db-p_e.jpg,True,/b/3121-park-ln-dallas-tx-5XqMrW/,FOR_SALE,For Rent,"From $105,000",,"3121 Park Ln, Dallas, TX",,,,,,,,,,,False,,False,False,False,False,,False,,21770533000.0,32.87637,-96.87353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,970.0,1002059384.0,32.87637--96.87353,True,False,3.0,,,,,,,,,,,,,,,,
26825153,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/9ee56181425b955f7b0ebc30a9176bad-p_e.jpg,True,/homedetails/437-Glen-Oaks-Cir-Dallas-TX-75232/26825153_zpid/,FOR_SALE,House for sale,"$400,000",$400K,"437 Glen Oaks Cir, Dallas, TX 75232",4.0,3.0,2152.0,Showcase,showcase,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,True,,False,False,97750000.0,32.679466,-96.8328,26825153.0,437 Glen Oaks Cir,75232,Dallas,TX,32.679466,-96.8328,400000.0,3.0,4.0,2152.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,400000.0,97750000.0,True,False,False,USD,USA,269920.0,,0.39,acres,True,,404900.0,2310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
96507132,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/b95779f879a50e8db6f573e97bc51145-p_e.jpg,True,/homedetails/1810-Fordham-Rd-Dallas-TX-75216/96507132_zpid/,FOR_SALE,House for sale,"$315,000",$315K,"1810 Fordham Rd, Dallas, TX 75216",4.0,2.0,1485.0,"Price increase: $10,000 (Jun 12)",priceIncrease,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,660718000.0,32.698658,-96.79703,96507132.0,1810 Fordham Rd,75216,Dallas,TX,32.698658,-96.79703,315000.0,2.0,4.0,1485.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,315000.0,660718000.0,True,False,False,USD,USA,70000.0,,6708.24,sqft,False,1718175600000.0,312000.0,2072.0,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
26857852,ForSale,New Construction,https://photos.zillowstatic.com/fp/0e98fd6540287310072af23c1440a962-p_e.jpg,True,/homedetails/413-N-Moore-St-Dallas-TX-75203/26857852_zpid/,FOR_SALE,New construction,"$270,000",$270K,"413 N Moore St, Dallas, TX 75203",3.0,3.0,1615.0,3D Tour,threeDHome,False,False,ForSale,New Construction,False,True,False,False,False,False,False,NEW_CONSTRUCTION,False,False,6238388000.0,32.753372,-96.80415,26857852.0,413 N Moore St,75203,Dallas,TX,32.753372,-96.80415,270000.0,3.0,3.0,1615.0,MULTI_FAMILY,FOR_SALE,-1.0,False,False,,False,False,FOR_SALE,270000.0,6238388000.0,True,False,False,USD,USA,75000.0,,2378.376,sqft,False,,260600.0,2995.0,,,,,,,,,,,,,,,True,NEW_CONSTRUCTION_TYPE_OTHER,,,,,,,,,,,
26818110,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/95956802deb19e83d6728cdc9e143433-p_e.jpg,True,/homedetails/620-Pleasant-Oaks-Dr-Dallas-TX-75217/26818110_zpid/,FOR_SALE,House for sale,"$250,000",$250K,"620 Pleasant Oaks Dr, Dallas, TX 75217",4.0,2.0,1272.0,13 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,1129207000.0,32.722347,-96.64119,26818110.0,620 Pleasant Oaks Dr,75217,Dallas,TX,32.722347,-96.64119,250000.0,2.0,4.0,1272.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,250000.0,1129207000.0,True,False,False,USD,USA,161670.0,,9147.6,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26699688,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/890bc96c69f08526f4b87ba22cef6be9-p_e.jpg,True,/homedetails/2406-Anderson-St-Dallas-TX-75215/26699688_zpid/,FOR_SALE,House for sale,"$335,000",$335K,"2406 Anderson St, Dallas, TX 75215",3.0,3.0,1736.0,37 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,3213565000.0,32.745953,-96.75521,26699688.0,2406 Anderson St,75215,Dallas,TX,32.745953,-96.75521,335000.0,3.0,3.0,1736.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,335000.0,3213565000.0,True,False,False,USD,USA,8750.0,,1820.808,sqft,False,1717484400000.0,325500.0,2395.0,"$10,000 (Jun 4)",-10000.0,,,,,,,,,,,,,,,,,,,,,,,,,
343971450,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ccb88e33034d3d1b089e3e08662b9d62-p_e.jpg,True,/homedetails/5938-Goodwin-Ave-Dallas-TX-75206/343971450_zpid/,FOR_SALE,House for sale,"$1,999,750",$2.00M,"5938 Goodwin Ave, Dallas, TX 75206",4.0,5.0,3897.0,Open: Sat 12pm-4pm,openHouse,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,7190376000.0,32.82359,-96.76423,343971450.0,5938 Goodwin Ave,75206,Dallas,TX,32.82359,-96.76423,1999750.0,5.0,4.0,3897.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,1999750.0,7190376000.0,True,False,False,USD,USA,,,7000.092,sqft,False,1715842800000.0,1929200.0,11350.0,"$98,250 (May 16)",-98250.0,,,,,,,,,,True,Sat. 12-4pm,"[{'open_house_start': 1718478000000, 'open_house_end': 1718492400000}, {'open_house_start': 1718571600000, 'open_house_end': 1718578800000}]",,,,,,,,,,,,,
26879895,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/b0892112774395fe861973544be07bab-p_e.jpg,True,/homedetails/3807-Antigua-Dr-Dallas-TX-75244/26879895_zpid/,FOR_SALE,House for sale,"$840,000",$840K,"3807 Antigua Dr, Dallas, TX 75244",4.0,3.0,2590.0,Open: Sun 1pm-3pm,openHouse,False,False,ForSale,For Sale (Broker),False,True,False,False,False,False,True,,False,False,795268000.0,32.918808,-96.85052,26879895.0,3807 Antigua Dr,75244,Dallas,TX,32.918808,-96.85052,840000.0,3.0,4.0,2590.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,840000.0,795268000.0,True,False,False,USD,USA,711850.0,,10802.88,sqft,True,1717570800000.0,,,"$10,000 (Jun 5)",-10000.0,,,,,,,,,,True,Sun. 1-3pm,"[{'open_house_start': 1718568000000, 'open_house_end': 1718575200000}]",,,,,,,,,,,,,
26726951,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/ba645590b35fe83ef894502e557ef171-p_e.jpg,True,/homedetails/1939-Berwick-Ave-Dallas-TX-75203/26726951_zpid/,FOR_SALE,House for sale,"$500,000",$500K,"1939 Berwick Ave, Dallas, TX 75203",5.0,4.0,3007.0,78 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,6752756000.0,32.72735,-96.797844,26726951.0,1939 Berwick Ave,75203,Dallas,TX,32.72735,-96.797844,500000.0,4.0,5.0,3007.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,500000.0,6752756000.0,True,False,False,USD,USA,60000.0,,7230.96,sqft,False,1715324400000.0,485200.0,3999.0,"$30,000 (May 10)",-30000.0,,,,,,,,,,,,,,,,,,,,,,,,,
26759783,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/1864e93b60956917d5fd4923068ba2af-p_e.jpg,True,/homedetails/5414-Edlen-Dr-Dallas-TX-75220/26759783_zpid/,FOR_SALE,House for sale,"$13,850,000",$13.9M,"5414 Edlen Dr, Dallas, TX 75220",6.0,10.0,13008.0,10 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,880436000.0,32.87819,-96.81481,26759783.0,5414 Edlen Dr,75220,Dallas,TX,32.87819,-96.81481,13850000.0,10.0,6.0,13008.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,13850000.0,880436000.0,True,False,False,USD,USA,7609580.0,,1.02,acres,False,,13430000.0,61245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26703302,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/171c7a51d4d20ec2b0f9f2a982633cab-p_e.jpg,True,/homedetails/6118-Ellsworth-Ave-Dallas-TX-75214/26703302_zpid/,FOR_SALE,House for sale,"$850,000",$850K,"6118 Ellsworth Ave, Dallas, TX 75214",3.0,2.0,1710.0,Open: Sat 12pm-2pm,openHouse,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,235592000.0,32.833893,-96.760666,26703302.0,6118 Ellsworth Ave,75214,Dallas,TX,32.833893,-96.760666,850000.0,2.0,3.0,1710.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,850000.0,235592000.0,True,False,False,USD,USA,710000.0,,7056.72,sqft,False,,857100.0,3200.0,,,,,,,,,,,,True,Sat. 12-2pm,"[{'open_house_start': 1718478000000, 'open_house_end': 1718485200000}]",,,,,,,,,,,,,
96534997,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/3febdbfb763af6966aeaa9b3fc7b2e61-p_e.jpg,True,/homedetails/3707-Penelope-St-Dallas-TX-75210/96534997_zpid/,FOR_SALE,House for sale,"$335,000",$335K,"3707 Penelope St, Dallas, TX 75210",3.0,2.0,1500.0,"Price cut: $5,000 (Jun 08)",priceCut,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,2667878000.0,32.77169,-96.75247,96534997.0,3707 Penelope St,75210,Dallas,TX,32.77169,-96.75247,335000.0,2.0,3.0,1500.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,335000.0,2667878000.0,True,False,False,USD,USA,50000.0,,6054.84,sqft,False,1717830000000.0,326100.0,2228.0,"$5,000 (Jun 8)",-5000.0,,,,,,,,,,,,,,,,,,,,,,,,,
26750483,ForSale,For Sale by Agent,https://photos.zillowstatic.com/fp/93020d9a03f867509ce18ca2040f7021-p_e.jpg,True,/homedetails/6646-E-Lovers-Ln-604-Dallas-TX-75214/26750483_zpid/,FOR_SALE,Condo for sale,"$150,000",$150K,"6646 E Lovers Ln #604, Dallas, TX 75214",2.0,2.0,1030.0,2 days on Zillow,daysOnZillow,False,False,ForSale,For Sale (Broker),False,False,False,False,False,False,False,,False,False,254432000.0,32.85431,-96.745895,26750483.0,6646 E Lovers Ln #604,75214,Dallas,TX,32.85431,-96.745895,150000.0,2.0,2.0,1030.0,CONDO,FOR_SALE,-1.0,False,False,True,False,False,FOR_SALE,150000.0,254432000.0,True,False,False,USD,USA,139050.0,# 604,5.028,acres,False,,152100.0,1794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
